,politician,state,party,district,cid,contributor,individual_amount,PAC_amount,total_amount
1188,Pete Olson,Texas,Republican, District 22,N00029285,Williams Brothers Construction                    ,5600,0,5600
1189,Pete Olson,Texas,Republican, District 22,N00029285,Western National Group,5504,0,5504
1190,Frank Jr Pallone,New Jersey,Democrat, District 6,N00000781,Neurological Surgery Pc,36000,0,36000
1191,Frank Jr Pallone,New Jersey,Democrat, District 6,N00000781,Rock Holdings,25900,5000,30900
1192,Frank Jr Pallone,New Jersey,Democrat, District 6,N00000781,National Assn of Broadcasters,17750,10000,27750
1193,Frank Jr Pallone,New Jersey,Democrat, District 6,N00000781,DISH Network,16250,10000,26250
1194,Frank Jr Pallone,New Jersey,Democrat, District 6,N00000781,MacAndrews & Forbes,16200,10000,26200
1195,Frank Jr Pallone,New Jersey,Democrat, District 6,N00000781,Thorn Run Partners,25900,0,25900
1196,Frank Jr Pallone,New Jersey,Democrat, District 6,N00000781,Airbnb Inc,24600,0,24600
1197,Frank Jr Pallone,New Jersey,Democrat, District 6,N00000781,Blue Cross/Blue Shield,0,22500,22500
1198,Frank Jr Pallone,New Jersey,Democrat, District 6,N00000781,Wakefern Food,22480,0,22480
1199,Frank Jr Pallone,New Jersey,Democrat, District 6,N00000781,Gilead Sciences,16500,5000,21500
1200,Chris Pappas,New Hampshire,Democrat, District 1,N00042161,Democracy Engine,42550,0,42550
1201,Chris Pappas,New Hampshire,Democrat, District 1,N00042161,Digidems PAC,28000,2143,30143
1202,Chris Pappas,New Hampshire,Democrat, District 1,N00042161,United for A Strong America,19600,10000,29600
1203,Chris Pappas,New Hampshire,Democrat, District 1,N00042161,AmeriPAC: The Fund for a Greater America,16450,10000,26450
1204,Chris Pappas,New Hampshire,Democrat, District 1,N00042161,End Citizens United & Let America Vote,15520,10000,25520
1205,Chris Pappas,New Hampshire,Democrat, District 1,N00042161,State of New Hampshire,24959,0,24959
1206,Chris Pappas,New Hampshire,Democrat, District 1,N00042161,PAC to the Future,0,20000,20000
1207,Chris Pappas,New Hampshire,Democrat, District 1,N00042161,University of New Hampshire,18775,0,18775
1208,Chris Pappas,New Hampshire,Democrat, District 1,N00042161,Carpenters & Joiners Union,0,15000,15000
1209,Chris Pappas,New Hampshire,Democrat, District 1,N00042161,House Majority PAC,0,15000,15000
1210,Donald M Jr Payne,New Jersey,Democrat, District 10,N00034639,Amalgamated Transit Union,0,10000,10000
1211,Donald M Jr Payne,New Jersey,Democrat, District 10,N00034639,American Federation of State/Cnty/Munic Employees,0,10000,10000
1212,Donald M Jr Payne,New Jersey,Democrat, District 10,N00034639,AT&T Inc,0,10000,10000
1213,Donald M Jr Payne,New Jersey,Democrat, District 10,N00034639,International Brotherhood of Electrical Workers,0,10000,10000
1214,Donald M Jr Payne,New Jersey,Democrat, District 10,N00034639,Laborers Union,0,10000,10000
1215,Donald M Jr Payne,New Jersey,Democrat, District 10,N00034639,Machinists/Aerospace Workers Union,0,10000,10000
1216,Donald M Jr Payne,New Jersey,Democrat, District 10,N00034639,Phillips 66,0,10000,10000
1217,Donald M Jr Payne,New Jersey,Democrat, District 10,N00034639,Plumbers/Pipefitters Union,0,10000,10000
1218,Donald M Jr Payne,New Jersey,Democrat, District 10,N00034639,Prudential Financial,0,10000,10000
1219,Donald M Jr Payne,New Jersey,Democrat, District 10,N00034639,Service Employees International Union,5000,5000,10000
1220,David Perdue,Georgia,Republican, Senate,N00035516,Votesane PAC,321265,0,321265
1221,David Perdue,Georgia,Republican, Senate,N00035516,Republican Jewish Coalition,302500,15000,317500
1222,David Perdue,Georgia,Republican, Senate,N00035516,Club for Growth,246396,0,246396
1223,David Perdue,Georgia,Republican, Senate,N00035516,Home Depot,133616,15000,148616
1224,David Perdue,Georgia,Republican, Senate,N00035516,Delta Air Lines,125243,15000,140243
1225,David Perdue,Georgia,Republican, Senate,N00035516,NorPAC,125410,0,125410
1226,David Perdue,Georgia,Republican, Senate,N00035516,Senate Conservatives Fund,108312,15000,123312
1227,David Perdue,Georgia,Republican, Senate,N00035516,Bank of America,100532,8500,109032
1228,David Perdue,Georgia,Republican, Senate,N00035516,Ryan LLC,91200,10000,101200
1229,David Perdue,Georgia,Republican, Senate,N00035516,Wells Fargo,85419,15000,100419
1230,Gary Peters,Michigan,Democrat, Senate,N00029277,University of Michigan,543528,0,543528
1231,Gary Peters,Michigan,Democrat, Senate,N00029277,Alphabet Inc,231046,7000,238046
1232,Gary Peters,Michigan,Democrat, Senate,N00029277,University of California                ,180556,0,180556
1233,Gary Peters,Michigan,Democrat, Senate,N00029277,Michigan State University,161708,0,161708
1234,Gary Peters,Michigan,Democrat, Senate,N00029277,Goldman Sachs,115635,8500,124135
1235,Gary Peters,Michigan,Democrat, Senate,N00029277,Democracy Engine,111192,0,111192
1236,Gary Peters,Michigan,Democrat, Senate,N00029277,State of Michigan                       ,110570,0,110570
1237,Gary Peters,Michigan,Democrat, Senate,N00029277,Microsoft Corp,100371,10000,110371
1238,Gary Peters,Michigan,Democrat, Senate,N00029277,Henry Ford Health System,93753,9000,102753
1239,Gary Peters,Michigan,Democrat, Senate,N00029277,General Motors,93065,5000,98065
1240,Dean Phillips,Minnesota,Democrat, District 3,N00041134,Democracy Engine,30416,0,30416
1241,Dean Phillips,Minnesota,Democrat, District 3,N00041134,University of Minnesota,28549,0,28549
1242,Dean Phillips,Minnesota,Democrat, District 3,N00041134,Pohlad Companies,26725,0,26725
1243,Dean Phillips,Minnesota,Democrat, District 3,N00041134,Chicago Trading Co,19600,0,19600
1244,Dean Phillips,Minnesota,Democrat, District 3,N00041134,Heartland Realty Investors,17200,0,17200
1245,Dean Phillips,Minnesota,Democrat, District 3,N00041134,Town Hall Ventures,16920,0,16920
1246,Dean Phillips,Minnesota,Democrat, District 3,N00041134,General Mills,16895,0,16895
1247,Dean Phillips,Minnesota,Democrat, District 3,N00041134,C-Note Management,16600,0,16600
1248,Dean Phillips,Minnesota,Democrat, District 3,N00041134,UnitedHealth Group,14967,0,14967
1249,Dean Phillips,Minnesota,Democrat, District 3,N00041134,Robins Kaplan LLP,14650,0,14650
1250,Mark Pocan,Wisconsin,Democrat, District 2,N00033549,University of Wisconsin,22493,0,22493
1251,Mark Pocan,Wisconsin,Democrat, District 2,N00033549,Service Employees International Union,10044,10000,20044
1252,Mark Pocan,Wisconsin,Democrat, District 2,N00033549,National Education Assn,3807,10000,13807
1253,Mark Pocan,Wisconsin,Democrat, District 2,N00033549,National Assn of Realtors,2700,10000,12700
1254,Mark Pocan,Wisconsin,Democrat, District 2,N00033549,Laborers Union,0,11000,11000
1255,Mark Pocan,Wisconsin,Democrat, District 2,N00033549,"Sheet Metal, Air, Rail & Transportation Union",0,10500,10500
1256,Mark Pocan,Wisconsin,Democrat, District 2,N00033549,End Citizens United & Let America Vote,300,10000,10300
1257,Mark Pocan,Wisconsin,Democrat, District 2,N00033549,American Postal Workers Union,53,10000,10053
1258,Mark Pocan,Wisconsin,Democrat, District 2,N00033549,Communications Workers of America,39,10000,10039
1259,Mark Pocan,Wisconsin,Democrat, District 2,N00033549,American Federation of State/Cnty/Munic Employees,25,10000,10025
1260,Bill Posey,Florida,Republican, District 8,N00029662,House Freedom Fund,9300,10000,19300
1261,Bill Posey,Florida,Republican, District 8,N00029662,L3Harris Technologies,4500,10000,14500
1262,Bill Posey,Florida,Republican, District 8,N00029662,Raytheon Technologies,0,13000,13000
1263,Bill Posey,Florida,Republican, District 8,N00029662,Pet Flavors Inc,11200,0,11200
1264,Bill Posey,Florida,Republican, District 8,N00029662,Northrop Grumman,250,10000,10250
1265,Bill Posey,Florida,Republican, District 8,N00029662,Jacobs Engineering Group,150,10000,10150
1266,Bill Posey,Florida,Republican, District 8,N00029662,American Bankers Assn,0,10000,10000
1267,Bill Posey,Florida,Republican, District 8,N00029662,American Hotel & Lodging Assn,0,10000,10000
1268,Bill Posey,Florida,Republican, District 8,N00029662,American Society of Anesthesiologists,0,10000,10000
1269,Bill Posey,Florida,Republican, District 8,N00029662,Credit Union National Assn,0,10000,10000
1270,Mike Quigley,Illinois,Democrat, District 5,N00030581,GCM Grosvenor,11200,0,11200
1271,Mike Quigley,Illinois,Democrat, District 5,N00030581,Anheuser-Busch InBev,500,10000,10500
1272,Mike Quigley,Illinois,Democrat, District 5,N00030581,Allstate Insurance,0,10000,10000
1273,Mike Quigley,Illinois,Democrat, District 5,N00030581,American Federation of Teachers,0,10000,10000
1274,Mike Quigley,Illinois,Democrat, District 5,N00030581,American Hotel & Lodging Assn,0,10000,10000
1275,Mike Quigley,Illinois,Democrat, District 5,N00030581,AT&T Inc,0,10000,10000
1276,Mike Quigley,Illinois,Democrat, District 5,N00030581,Boeing Co,0,10000,10000
1277,Mike Quigley,Illinois,Democrat, District 5,N00030581,Ernst & Young,0,10000,10000
1278,Mike Quigley,Illinois,Democrat, District 5,N00030581,General Dynamics,0,10000,10000
1279,Mike Quigley,Illinois,Democrat, District 5,N00030581,Home Depot,0,10000,10000
1280,Jack Reed,Rhode Island,Democrat, Senate,N00000362,Lockheed Martin,47800,7000,54800
1281,Jack Reed,Rhode Island,Democrat, Senate,N00000362,L3Harris Technologies,39625,5000,44625
1282,Jack Reed,Rhode Island,Democrat, Senate,N00000362,General Dynamics,25525,4000,29525
1283,Jack Reed,Rhode Island,Democrat, Senate,N00000362,Walt Disney Co                          ,23491,0,23491
1284,Jack Reed,Rhode Island,Democrat, Senate,N00000362,General Atomics,13650,9000,22650
1285,Jack Reed,Rhode Island,Democrat, Senate,N00000362,Century 21 Department Stores,20000,0,20000
1286,Jack Reed,Rhode Island,Democrat, Senate,N00000362,Service Employees International Union,7500,10000,17500
1287,Jack Reed,Rhode Island,Democrat, Senate,N00000362,Comcast Corp,6600,10000,16600
1288,Jack Reed,Rhode Island,Democrat, Senate,N00000362,Greenberg Traurig LLP,11400,5000,16400
1289,Jack Reed,Rhode Island,Democrat, Senate,N00000362,"Kramer, Levin et al",14000,0,14000
1290,Kathleen Rice,New York,Democrat, District 4,N00035927,KSL Capital Partners,11200,0,11200
1291,Kathleen Rice,New York,Democrat, District 4,N00035927,Rxr Realty,11200,0,11200
1292,Kathleen Rice,New York,Democrat, District 4,N00035927,Deloitte LLP,0,10000,10000
1293,Kathleen Rice,New York,Democrat, District 4,N00035927,Home Depot,0,10000,10000
1294,Kathleen Rice,New York,Democrat, District 4,N00035927,Laborers Union,0,10000,10000
1295,Kathleen Rice,New York,Democrat, District 4,N00035927,National Auto Dealers Assn,0,10000,10000
1296,Kathleen Rice,New York,Democrat, District 4,N00035927,National Beer Wholesalers Assn,0,10000,10000
1297,Kathleen Rice,New York,Democrat, District 4,N00035927,Northrop Grumman,0,10000,10000
1298,Kathleen Rice,New York,Democrat, District 4,N00035927,Operating Engineers Union,0,10000,10000
1299,Kathleen Rice,New York,Democrat, District 4,N00035927,Starr Companies,10000,0,10000
1300,Denver Riggleman,Virginia,Republican, District 5,N00043541,House Freedom Fund,14145,10000,24145
1301,Denver Riggleman,Virginia,Republican, District 5,N00043541,Peterson Companies                      ,14000,0,14000
1302,Denver Riggleman,Virginia,Republican, District 5,N00043541,Bank of America,2655,10000,12655
1303,Denver Riggleman,Virginia,Republican, District 5,N00043541,Ernst & Young,6,10000,10006
1304,Denver Riggleman,Virginia,Republican, District 5,N00043541,American Bankers Assn,0,10000,10000
1305,Denver Riggleman,Virginia,Republican, District 5,N00043541,American Crystal Sugar,0,10000,10000
1306,Denver Riggleman,Virginia,Republican, District 5,N00043541,Eye of the Tiger PAC,0,10000,10000
1307,Denver Riggleman,Virginia,Republican, District 5,N00043541,House Conservatives Fund,0,10000,10000
1308,Denver Riggleman,Virginia,Republican, District 5,N00043541,Majority Cmte PAC,0,10000,10000
1309,Denver Riggleman,Virginia,Republican, District 5,N00043541,Truist Financial,0,10000,10000
1310,Martha Roby,Alabama,Republican, District 2,N00030768,Building Leadership & Inspiring New Enterprise,0,10000,10000
1311,Martha Roby,Alabama,Republican, District 2,N00030768,American Bankers Assn,0,5000,5000
1312,Martha Roby,Alabama,Republican, District 2,N00030768,AT&T Inc,0,5000,5000
1313,Martha Roby,Alabama,Republican, District 2,N00030768,Caterpillar Inc,0,5000,5000
1314,Martha Roby,Alabama,Republican, District 2,N00030768,Dai-Ichi Life,0,5000,5000
1315,Martha Roby,Alabama,Republican, District 2,N00030768,Deloitte LLP,0,5000,5000
1316,Martha Roby,Alabama,Republican, District 2,N00030768,E-PAC,0,5000,5000
1317,Martha Roby,Alabama,Republican, District 2,N00030768,International Franchise Assn,0,5000,5000
1318,Martha Roby,Alabama,Republican, District 2,N00030768,International Paper,0,5000,5000
1319,Martha Roby,Alabama,Republican, District 2,N00030768,National Beer Wholesalers Assn,0,5000,5000
1320,Phil Roe,Tennessee,Republican, District 1,N00028463,McKee Foods,10900,0,10900
1321,Phil Roe,Tennessee,Republican, District 1,N00028463,Charles Blalock & Sons,4000,0,4000
1322,Phil Roe,Tennessee,Republican, District 1,N00028463,Diverse Concepts,4000,0,4000
1323,Phil Roe,Tennessee,Republican, District 1,N00028463,Kevin McCarthy for Congress,0,4000,4000
1324,Phil Roe,Tennessee,Republican, District 1,N00028463,Scalise for Congress,0,4000,4000
1325,Phil Roe,Tennessee,Republican, District 1,N00028463,Blalock Construction,3000,0,3000
1326,Phil Roe,Tennessee,Republican, District 1,N00028463,ABRY Partners,2800,0,2800
1327,Phil Roe,Tennessee,Republican, District 1,N00028463,Acadia Healthcare,2800,0,2800
1328,Phil Roe,Tennessee,Republican, District 1,N00028463,Martin Management,2800,0,2800
1329,Phil Roe,Tennessee,Republican, District 1,N00028463,Martin Ventures,2800,0,2800
1330,Mitt Romney,Utah,Republican, Senate,N00000286,Bain Capital,11200,0,11200
1331,Mitt Romney,Utah,Republican, Senate,N00000286,Edwards Lifesciences,0,10000,10000
1332,Mitt Romney,Utah,Republican, Senate,N00000286,L3Harris Technologies,0,10000,10000
1333,Mitt Romney,Utah,Republican, Senate,N00000286,Northern Virginia Technology Council,10000,0,10000
1334,Mitt Romney,Utah,Republican, Senate,N00000286,Sotheby's,8400,0,8400
1335,Mitt Romney,Utah,Republican, Senate,N00000286,Cornell University                      ,5625,0,5625
1336,Mitt Romney,Utah,Republican, Senate,N00000286,Idg Capital,5600,0,5600
1337,Mitt Romney,Utah,Republican, Senate,N00000286,Kara Ross New York,5600,0,5600
1338,Mitt Romney,Utah,Republican, Senate,N00000286,Related Companies,5600,0,5600
1339,Mitt Romney,Utah,Republican, Senate,N00000286,Satter Investments,5600,0,5600
1340,Max Rose,New York,Democrat, District 11,N00041588,Democracy Engine,63475,0,63475
1341,Max Rose,New York,Democrat, District 11,N00041588,"City of New York, NY",52798,0,52798
1342,Max Rose,New York,Democrat, District 11,N00041588,Omnicom Group,42866,0,42866
1343,Max Rose,New York,Democrat, District 11,N00041588,Ls Power,39650,0,39650
1344,Max Rose,New York,Democrat, District 11,N00041588,End Citizens United & Let America Vote,29304,10000,39304
1345,Max Rose,New York,Democrat, District 11,N00041588,"Paul, Weiss et al                       ",38519,0,38519
1346,Max Rose,New York,Democrat, District 11,N00041588,Goldman Sachs,37455,0,37455
1347,Max Rose,New York,Democrat, District 11,N00041588,Pro-israel America PAC,29500,4000,33500
1348,Max Rose,New York,Democrat, District 11,N00041588,United for A Strong America,22400,10000,32400
1349,Max Rose,New York,Democrat, District 11,N00041588,"Skadden, Arps et al",30907,0,30907
1350,Mike Rounds,South Carolina,Republican, Senate,N00035187,Sanford Health,27250,0,27250
1351,Mike Rounds,South Carolina,Republican, Senate,N00035187,State of South Dakota,23648,0,23648
1352,Mike Rounds,South Carolina,Republican, Senate,N00035187,Rock Holdings,12700,10000,22700
1353,Mike Rounds,South Carolina,Republican, Senate,N00035187,Avairpros,22400,0,22400
1354,Mike Rounds,South Carolina,Republican, Senate,N00035187,US Bancorp,14115,6000,20115
1355,Mike Rounds,South Carolina,Republican, Senate,N00035187,Amway/Alticor Inc,16800,0,16800
1356,Mike Rounds,South Carolina,Republican, Senate,N00035187,Avera Health Systems                    ,15400,0,15400
1357,Mike Rounds,South Carolina,Republican, Senate,N00035187,Blackstone Group                        ,15020,0,15020
1358,Mike Rounds,South Carolina,Republican, Senate,N00035187,Capital Group Companies,9400,5000,14400
1359,Mike Rounds,South Carolina,Republican, Senate,N00035187,Blessey Marine Service,9150,5000,14150
1360,Lucille Roybal-Allard,California,Democrat, District 40,N00006671,Service Employees International Union,5000,10000,15000
1361,Lucille Roybal-Allard,California,Democrat, District 40,N00006671,American Dental Assn,0,10000,10000
1362,Lucille Roybal-Allard,California,Democrat, District 40,N00006671,American Federation of State/Cnty/Munic Employees,0,10000,10000
1363,Lucille Roybal-Allard,California,Democrat, District 40,N00006671,American Federation of Teachers,0,10000,10000
1364,Lucille Roybal-Allard,California,Democrat, District 40,N00006671,Communications Workers of America,0,10000,10000
1365,Lucille Roybal-Allard,California,Democrat, District 40,N00006671,Deloitte LLP,0,10000,10000
1366,Lucille Roybal-Allard,California,Democrat, District 40,N00006671,International Assn of Fire Fighters,0,10000,10000
1367,Lucille Roybal-Allard,California,Democrat, District 40,N00006671,International Brotherhood of Electrical Workers,0,10000,10000
1368,Lucille Roybal-Allard,California,Democrat, District 40,N00006671,Leidos Inc,0,10000,10000
1369,Lucille Roybal-Allard,California,Democrat, District 40,N00006671,Lockheed Martin,0,10000,10000
1370,Dutch Ruppersberger,Maryland,Democrat, District 2,N00025482,L3Harris Technologies,0,20000,20000
1371,Dutch Ruppersberger,Maryland,Democrat, District 2,N00025482,Sierra Nevada Corp,6600,9000,15600
1372,Dutch Ruppersberger,Maryland,Democrat, District 2,N00025482,Lockheed Martin,4000,10000,14000
1373,Dutch Ruppersberger,Maryland,Democrat, District 2,N00025482,Leidos Inc,1104,12500,13604
1374,Dutch Ruppersberger,Maryland,Democrat, District 2,N00025482,Synergics Energy Development,13600,0,13600
1375,Dutch Ruppersberger,Maryland,Democrat, District 2,N00025482,General Dynamics,2500,9000,11500
1376,Dutch Ruppersberger,Maryland,Democrat, District 2,N00025482,Capital Funding Group,11200,0,11200
1377,Dutch Ruppersberger,Maryland,Democrat, District 2,N00025482,Boeing Co,510,10000,10510
1378,Dutch Ruppersberger,Maryland,Democrat, District 2,N00025482,Emergent Biosolutions,5400,5000,10400
1379,Dutch Ruppersberger,Maryland,Democrat, District 2,N00025482,American College of Radiology,0,10000,10000
1380,Tim Ryan,Ohio,Democrat, District 13,N00025280,Simon Property Group,22900,0,22900
1381,Tim Ryan,Ohio,Democrat, District 13,N00025280,"Sheet Metal, Air, Rail & Transportation Union",0,20000,20000
1382,Tim Ryan,Ohio,Democrat, District 13,N00025280,Thomarios Painting,20000,0,20000
1383,Tim Ryan,Ohio,Democrat, District 13,N00025280,Phantom Fireworks,16227,0,16227
1384,Tim Ryan,Ohio,Democrat, District 13,N00025280,International Brotherhood of Electrical Workers,585,15000,15585
1385,Tim Ryan,Ohio,Democrat, District 13,N00025280,Ncdmm,14500,0,14500
1386,Tim Ryan,Ohio,Democrat, District 13,N00025280,Marine Engineers Beneficial Assn,0,12800,12800
1387,Tim Ryan,Ohio,Democrat, District 13,N00025280,M7 Technologies,11200,0,11200
1388,Tim Ryan,Ohio,Democrat, District 13,N00025280,Gojo Industries,11185,0,11185
1389,Tim Ryan,Ohio,Democrat, District 13,N00025280,National Education Assn,1105,10000,11105
1390,Bernie Sanders,Vermont,Independent, Senate,N00000528,University of California,40982,0,40982
1391,Bernie Sanders,Vermont,Independent, Senate,N00000528,Amazon.com                              ,27829,0,27829
1392,Bernie Sanders,Vermont,Independent, Senate,N00000528,Alphabet Inc,19685,0,19685
1393,Bernie Sanders,Vermont,Independent, Senate,N00000528,"City of New York, NY",17047,0,17047
1394,Bernie Sanders,Vermont,Independent, Senate,N00000528,Microsoft Corp,16346,0,16346
1395,Bernie Sanders,Vermont,Independent, Senate,N00000528,US Postal Service,15235,0,15235
1396,Bernie Sanders,Vermont,Independent, Senate,N00000528,Apple Inc,14425,0,14425
1397,Bernie Sanders,Vermont,Independent, Senate,N00000528,Kaiser Permanente,13458,0,13458
1398,Bernie Sanders,Vermont,Independent, Senate,N00000528,University of Washington,11549,0,11549
1399,Bernie Sanders,Vermont,Independent, Senate,N00000528,University of Michigan,10373,0,10373
1400,Steve Scalise,Louisiana,Republican, District 1,N00009660,Votesane PAC,106500,0,106500
1401,Steve Scalise,Louisiana,Republican, District 1,N00009660,Wells Fargo,27466,10000,37466
1402,Steve Scalise,Louisiana,Republican, District 1,N00009660,American Airlines Group,28584,8500,37084
1403,Steve Scalise,Louisiana,Republican, District 1,N00009660,Boeing Co,24645,10000,34645
1404,Steve Scalise,Louisiana,Republican, District 1,N00009660,Raytheon Technologies,24545,10000,34545
1405,Steve Scalise,Louisiana,Republican, District 1,N00009660,Blue Cross/Blue Shield,18420,15000,33420
1406,Steve Scalise,Louisiana,Republican, District 1,N00009660,US Postal Service,32589,0,32589
1407,Steve Scalise,Louisiana,Republican, District 1,N00009660,Comcast Corp,20530,10000,30530
1408,Steve Scalise,Louisiana,Republican, District 1,N00009660,Walmart Inc,18221,10000,28221
1409,Steve Scalise,Louisiana,Republican, District 1,N00009660,US Dept of Defense,28157,0,28157
1410,Brian Schatz,Hawaii,Democrat, Senate,N00028138,Matson Inc,16919,2680,19599
1411,Brian Schatz,Hawaii,Democrat, Senate,N00028138,Purpose PAC,0,15000,15000
1412,Brian Schatz,Hawaii,Democrat, Senate,N00028138,Rock Holdings,13400,0,13400
1413,Brian Schatz,Hawaii,Democrat, Senate,N00028138,Matson,12319,0,12319
1414,Brian Schatz,Hawaii,Democrat, Senate,N00028138,Fisherman's Finest,12200,0,12200
1415,Brian Schatz,Hawaii,Democrat, Senate,N00028138,Comcast Corp,11700,0,11700
1416,Brian Schatz,Hawaii,Democrat, Senate,N00028138,"Kobayashi, Sugita & Goda",10625,0,10625
1417,Brian Schatz,Hawaii,Democrat, Senate,N00028138,Hawaiian Electric Industries,10535,0,10535
1418,Brian Schatz,Hawaii,Democrat, Senate,N00028138,Pop Fishing & Marine,10300,0,10300
1419,Brian Schatz,Hawaii,Democrat, Senate,N00028138,Treasure State PAC,0,10000,10000
1420,Kurt Schrader,Oregon,Democrat, District 5,N00030071,Blue Cross/Blue Shield,0,21000,21000
1421,Kurt Schrader,Oregon,Democrat, District 5,N00030071,Nike Inc,5119,10000,15119
1422,Kurt Schrader,Oregon,Democrat, District 5,N00030071,Chicago Trading Co,15000,0,15000
1423,Kurt Schrader,Oregon,Democrat, District 5,N00030071,American Veterinary Medical Assn,1250,10000,11250
1424,Kurt Schrader,Oregon,Democrat, District 5,N00030071,Lowercase Capital,11200,0,11200
1425,Kurt Schrader,Oregon,Democrat, District 5,N00030071,Weyerhaeuser Co,250,10000,10250
1426,Kurt Schrader,Oregon,Democrat, District 5,N00030071,AT&T Inc,10,10000,10010
1427,Kurt Schrader,Oregon,Democrat, District 5,N00030071,Ernst & Young,4,10000,10004
1428,Kurt Schrader,Oregon,Democrat, District 5,N00030071,Altria Group,0,10000,10000
1429,Kurt Schrader,Oregon,Democrat, District 5,N00030071,America's Communication Assn,0,10000,10000
1430,Charles E Schumer,New York,Democrat, Senate,N00001093,New York Life Insurance,65783,5000,70783
1431,Charles E Schumer,New York,Democrat, Senate,N00001093,MetLife Inc,38231,0,38231
1432,Charles E Schumer,New York,Democrat, Senate,N00001093,National Assn of Broadcasters,17250,7500,24750
1433,Charles E Schumer,New York,Democrat, Senate,N00001093,"Akin, Gump et al",18105,6600,24705
1434,Charles E Schumer,New York,Democrat, Senate,N00001093,Horizon Media                                     ,23150,0,23150
1435,Charles E Schumer,New York,Democrat, Senate,N00001093,"Welsh, Carson et al                     ",21200,0,21200
1436,Charles E Schumer,New York,Democrat, Senate,N00001093,Subject Matter,16100,0,16100
1437,Charles E Schumer,New York,Democrat, Senate,N00001093,Crowell & Moring,9500,5000,14500
1438,Charles E Schumer,New York,Democrat, Senate,N00001093,CVS Health,3738,10000,13738
1439,Charles E Schumer,New York,Democrat, Senate,N00001093,"Brownstein, Hyatt et al",4750,8000,12750
1440,Bobby Scott,Virginia,Democrat, District 3,N00002147,Dominion Energy,8950,7500,16450
1441,Bobby Scott,Virginia,Democrat, District 3,N00002147,ECPI College of Technology,16000,0,16000
1442,Bobby Scott,Virginia,Democrat, District 3,N00002147,Service Employees International Union,5000,10000,15000
1443,Bobby Scott,Virginia,Democrat, District 3,N00002147,Amazon.com,2000,10000,12000
1444,Bobby Scott,Virginia,Democrat, District 3,N00002147,Lyft Inc,11200,0,11200
1445,Bobby Scott,Virginia,Democrat, District 3,N00002147,American Federation of State/Cnty/Munic Employees,250,10000,10250
1446,Bobby Scott,Virginia,Democrat, District 3,N00002147,American Federation of Teachers,250,10000,10250
1447,Bobby Scott,Virginia,Democrat, District 3,N00002147,"Patten, Wornom et al",10100,0,10100
1448,Bobby Scott,Virginia,Democrat, District 3,N00002147,American Assn of Orthodontists,0,10000,10000
1449,Bobby Scott,Virginia,Democrat, District 3,N00002147,Communications Workers of America,0,10000,10000
1450,Tim Scott,South Carolina,Republican, Senate,N00031782,Capital Group,40705,0,40705
1451,Tim Scott,South Carolina,Republican, Senate,N00031782,Miller Strategies,22400,0,22400
1452,Tim Scott,South Carolina,Republican, Senate,N00031782,Prudential Financial,16575,4000,20575
1453,Tim Scott,South Carolina,Republican, Senate,N00031782,Capital Group Companies,17660,1500,19160
1454,Tim Scott,South Carolina,Republican, Senate,N00031782,PI Holdings,16800,0,16800
1455,Tim Scott,South Carolina,Republican, Senate,N00031782,Penn Mutual Life,16200,0,16200
1456,Tim Scott,South Carolina,Republican, Senate,N00031782,Real Estate Investors,15000,0,15000
1457,Tim Scott,South Carolina,Republican, Senate,N00031782,Capital World Investors,13600,0,13600
1458,Tim Scott,South Carolina,Republican, Senate,N00031782,Abercrombie & Kent,11200,0,11200
1459,Tim Scott,South Carolina,Republican, Senate,N00031782,First Texas Homes,11200,0,11200
1460,Terri Sewell,Alabama,Democrat, District 7,N00030622,Amedisys Inc,9550,9500,19050
1461,Terri Sewell,Alabama,Democrat, District 7,N00030622,Northwestern Mutual,6650,10000,16650
1462,Terri Sewell,Alabama,Democrat, District 7,N00030622,Blue Cross/Blue Shield,0,15000,15000
1463,Terri Sewell,Alabama,Democrat, District 7,N00030622,Dai-Ichi Life,3800,10000,13800
1464,Terri Sewell,Alabama,Democrat, District 7,N00030622,Radiance Technologies,6000,7500,13500
1465,Terri Sewell,Alabama,Democrat, District 7,N00030622,Royal Bank of Canada,8500,5000,13500
1466,Terri Sewell,Alabama,Democrat, District 7,N00030622,Ernst & Young,2000,10000,12000
1467,Terri Sewell,Alabama,Democrat, District 7,N00030622,KKR & Co,0,12000,12000
1468,Terri Sewell,Alabama,Democrat, District 7,N00030622,Regions Financial,1000,11000,12000
1469,Terri Sewell,Alabama,Democrat, District 7,N00030622,Southern Co                             ,1550,10000,11550
1470,Richard C Shelby,Alabama,Republican, Senate,N00009920,"Maynard, Cooper & Gale",0,5000,5000
1471,Richard C Shelby,Alabama,Republican, Senate,N00009920,Oshkosh Corp,0,5000,5000
1472,Richard C Shelby,Alabama,Republican, Senate,N00009920,Prudential Financial,0,5000,5000
1473,Richard C Shelby,Alabama,Republican, Senate,N00009920,1st Edge LLC,0,0,0
1474,Richard C Shelby,Alabama,Republican, Senate,N00009920,Adams & Reese,0,0,0
1475,Richard C Shelby,Alabama,Republican, Senate,N00009920,AEGON NV,0,0,0
1476,Richard C Shelby,Alabama,Republican, Senate,N00009920,AFLAC Inc,0,0,0
1477,Richard C Shelby,Alabama,Republican, Senate,N00009920,Air Line Pilots Assn,0,0,0
1478,Richard C Shelby,Alabama,Republican, Senate,N00009920,Airbus Group,0,0,0
